Country,Restaurant Name,Sentiment,Review Title,Review Date,Review
Cuba,Old Square (Plaza Vieja),Positive,Beautiful Square!,May 2014 •,"The buildings in this square have been renovated, so you get an idea of what Havana looked like in its hey day. The architecture is just wonderful. A gathering spot for the locals."
Cuba,Old Square (Plaza Vieja),Positive,"Intriguing, colourful, lively",May 2014 •,This plaza was built in 1587. It has been renovated entirely using the UNESCO funding.  In the middle of plaza there is a new classical marble fountain. La Casona is a palace from the 1800th century - nowadays an arts center.
Cuba,Old Square (Plaza Vieja),Positive,Interesting history,May 2014 •,The guide was really knowledgeable about the history of the square and the buildings around the square. Allow plenty of time to soak up the atmosphere
Cuba,Old Square (Plaza Vieja),Positive,Lovely little plaza,May 2014 •,One of many to be found in Havana in the old town. We wandered around the area which can alasobe reached by taxi
Cuba,Old Square (Plaza Vieja),Positive,Havana Tour,May 2014 •,Toured the entire area (it was swamp land) restoration of the old area has progressed over the years. It is beautiful and definitely worth the time to peruse.
Cuba,Old Square (Plaza Vieja),Positive,Lively Courtyard,May 2014 •,At day or night this place is a great place to pull up a chair and sink a Cuba Libre to relax. Plenty of bars and resturaunt.
Cuba,Old Square (Plaza Vieja),Positive,Crowded and atmospheric,May 2014 •,Ones you walk thru old Habana you will pass this square.There is always something to do and to see.
Cuba,Old Square (Plaza Vieja),Positive,Moving woman and cockerel sculpture,May 2014 •,"Plaza Vieja, is probably my favourite square in Havana, primarily because of the evocative and moving structure of the woman forced into prostitution to feed her family, sitting astride a cockerel. The lily sculpture is also very good and there are several decent cafes for lunch or just a mojito and people watching"
Cuba,Old Square (Plaza Vieja),Positive,Old Square,May 2014 •,I really loved this square. A lovely atmosphere and lots of people being guided by their tour operators. I stayed in the nearby Raquel Hotel for a night as I was returning from a 12 day trip to Cuba. I recommend this area as it is full of character.
Cuba,Old Square (Plaza Vieja),Positive,Best plaza!,May 2014 •,"The charming Plaza Vieja has got many restaurants, bars and a micro brewery. From some of the bars, you can overlook the plaza from the balcony."
Cuba,Old Square (Plaza Vieja),Positive,Beautiful square,May 2014 •,One of the nicest squares in old Havana. Plenty of architecture to appreciate. Go early to avoid the crowds.
Cuba,Old Square (Plaza Vieja),Positive,Worth going to in the evening,May 2014 •,"We had a walk to the Square one evening, live music playing and a lovely atmosphere it’s right by Mojito Mojito’s"
Cuba,Old Square (Plaza Vieja),Positive,Great place to visit,May 2014 •,Really great place to visit with a lot of museums and restaurants around it. Definitely one of the nicest parts of Cuba.
Cuba,Old Square (Plaza Vieja),Positive,Beautiful place,May 2014 •,Too many street hustlers in Cuban national costumes. Lots of interesting sightseeing around. Couple modern excellent sculptures are on the square.
Cuba,Old Square (Plaza Vieja),Positive,Beautiful!,May 2014 •,"Our last dinner in Cuba was spent at a restaurant on a balcony at Plaza Vieja. We loved watching families playing. Great live music, awesome vibe!"
Cuba,Old Square (Plaza Vieja),Positive,Worth another Trip All on its Own,May 2014 •,"We went to this part of Havana (as well as others) as part of a city tour. Truly, I had expected the area to be much shabbier than what it was. True, you saw buildings with facades only and no roof, but you can tell there is a concerted effort to restore many of these beautiful buildings to their former glory. It would have been wonderful to visit the many museums in old Havana - but that will have to wait for our next trip!"
Cuba,Old Square (Plaza Vieja),Positive,Lots to do in this square,May 2014 •,There are a bunch of restaurants. A card museum unfortunately it was closed when we were there. Also i am pretty sure this is where they had public executions in the old days. And a statue of a lady ridding a chicken. What more could you ask for.
Cuba,Old Square (Plaza Vieja),Positive,Great personalized tour by G&G Tours,May 2014 •,"What a wonderful way to visit Havana, by cruise ship. Oh, I guess that's not available to US citizens any more. The Old town of Havana is rich in history and the people are welcoming. A small but growing semi-capitalist economy based upon tourism beckons and it is still a chance  to support the people who have gone out of their way to learn English."
Cuba,Old Square (Plaza Vieja),Positive,Great spot,May 2014 •,"This is a lovely square. Beer factory is in one corner, good drinks. A couple of bar/restaurants on the 1st floors, great for lunch or a drinks break and free wifi, a bit slow but no need for scratch card here."
Cuba,Old Square (Plaza Vieja),Positive,Great place to chill,May 2014 •,It's a beautiful place to chill and have a drink but the prices at the bars and restaurants are pretty high.
Cuba,Old Square (Plaza Vieja),Positive,Charming Old Square,May 2014 •,"Where night life abound, bars, restaurants, music and more music. Situated in Old Havana we used this place as our focal point of our 5 days in Havana."
Cuba,Old Square (Plaza Vieja),Positive,"Music, music, outdoor cafes, balconies.....and history",May 2014 •,"Loved this plaza...they had just fixed the fountain, and, of course, the famous gal on a rooster statue is here.  Latin music in all corners, some dancing, sometimes a stage with entertainment, always lively and SAFE at night.  Loved it!"
Cuba,Old Square (Plaza Vieja),Positive,Night,May 2014 •,Nice place best in the evening when the crowd is out and live music is playing at several restaurants with seats in the square.
Cuba,Old Square (Plaza Vieja),Positive,Hidden gem,May 2014 •,"Perfectly restored, only ten minutes walk from the Cathedral. Try the best cuban coffe in a bar just in a corner of the square."
Cuba,Old Square (Plaza Vieja),Positive,Lots going on in Plaza Vieja,May 2014 •,"Plaza Vieja is a must to chill out in. There are multiple bars and restaurants/cafes and at any time in the evening there can be up to 3 bands all playing lively Cuban music. The Plaza has been renovated as it had fallen into disrepair but now it is a hive of activity and so welcoming. We really felt comfortable there and would recommend it to anyone wanting to just sit, drink a Pina Colada or Cuba Libre and just enjoy the vibe."
Cuba,Old Square (Plaza Vieja),Positive,Lots going on,May 2014 •,"The squares of Havana are very busy. You will see a lot of people walking, singing and dressed up in traditional garb."
Cuba,Old Square (Plaza Vieja),Positive,A great place to start,May 2014 •,"The Plaza Vieja in Old Havana is a great place to start your walking trek around the old, colonial part of the city. You can easily get to the capital buildings and the other lovely parks situated throughout the area. And there are wonderful restaurants! Everyone at each of the restaurants was warm and welcoming and the food was great at all we went to."
Cuba,Old Square (Plaza Vieja),Positive,"Charming, Newly renovated",May 2014 •,The place looks newly renovated sourounded by Several cafeterias and bars. The hart of Havana and Nice to walk Around in the street  s leading to the square. Have a drink or a coffee at one of the cafeterias and Enjoy life
Cuba,Old Square (Plaza Vieja),Positive,This place rocks !!,May 2014 •,"Beautiful buildings.... 2 or 3 bands competing with each other, dancing in the open....even the street sweeper got into it.On the corner is the most amazing restaurant with all sorts of goodies hanging from the roof....all from the 50's.Also a bar  brewery here with a car in the bar."
